branch_id,from_bus,to_bus,from_bus0,to_bus0,r,x,b,rateA,rateB,rateC,tap,shift_deg,status,angmin,angmax
0,1,2,0,1,0.030300000000000,0.099900000000000,0.025400000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
1,1,3,0,2,0.012900000000000,0.042400000000000,0.010820000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
2,2,12,1,11,0.018700000000000,0.061600000000000,0.015720000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
3,3,5,2,4,0.024100000000000,0.108000000000000,0.028400000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
4,3,12,2,11,0.048400000000000,0.160000000000000,0.040600000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
5,4,5,3,4,0.001760000000000,0.007980000000000,0.002100000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
6,4,11,3,10,0.020900000000000,0.068800000000000,0.017480000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
7,5,6,4,5,0.011900000000000,0.054000000000000,0.014260000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
8,5,11,4,10,0.020300000000000,0.068200000000000,0.017380000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
9,6,7,5,6,0.004590000000000,0.020800000000000,0.005500000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
10,7,12,6,11,0.008620000000000,0.034000000000000,0.008740000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
11,8,9,7,8,0.002440000000000,0.030500000000000,1.162000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
12,8,5,7,4,0.000000000000000,0.026700000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.985000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
13,8,30,7,29,0.004310000000000,0.050400000000000,0.514000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
14,9,10,8,9,0.002580000000000,0.032200000000000,1.230000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
15,11,12,10,11,0.005950000000000,0.019600000000000,0.005020000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
16,11,13,10,12,0.022250000000000,0.073100000000000,0.018760000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
17,12,14,11,13,0.021500000000000,0.070700000000000,0.018160000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
18,12,16,11,15,0.021200000000000,0.083400000000000,0.021400000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
19,12,117,11,116,0.032900000000000,0.140000000000000,0.035800000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
20,13,15,12,14,0.074400000000000,0.244400000000000,0.062680000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
21,14,15,13,14,0.059500000000000,0.195000000000000,0.050200000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
22,15,17,14,16,0.013200000000000,0.043700000000000,0.044400000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
23,15,19,14,18,0.012000000000000,0.039400000000000,0.010100000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
24,15,33,14,32,0.038000000000000,0.124400000000000,0.031940000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
25,16,17,15,16,0.045400000000000,0.180100000000000,0.046600000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
26,17,18,16,17,0.012300000000000,0.050500000000000,0.012980000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
27,17,31,16,30,0.047400000000000,0.156300000000000,0.039900000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
28,17,113,16,112,0.009130000000000,0.030100000000000,0.007680000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
29,18,19,17,18,0.011190000000000,0.049300000000000,0.011420000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
30,19,20,18,19,0.025200000000000,0.117000000000000,0.029800000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
