sample_id,split,source,is_pf_from_start_converged,valid_label,nr_iter,x_low,x_high,pq_low,pq_high,x_signed,pq_signed,max_abs_dtheta_start,max_abs_dv_start,max_abs_dp_injection,max_abs_dq_injection,max_abs_dp_start,max_abs_dq_start
0,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000001564451200,0.013172245651929,0.198868517232122,0.194052535612761,0.400113526436114,3.860887278657742
1,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.005633226318302,0.020771849403199,0.198868517232122,0.194052535612761,1.938331528515292,2.868011070219854
2,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000134910532168,0.000522668293362,0.197790651567374,0.197280814208837,0.038119267173283,0.088182357648606
3,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000131825716774,0.000032354078994,0.197790651567374,0.197280814208837,0.030492734253166,0.007625337355819
4,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000002189473661,0.000007495914293,0.195634331367614,0.198131844183493,0.000388380859203,0.001232805298741
5,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.002622165792451,0.000012618593565,0.195634331367614,0.198131844183493,0.846522421768597,0.107222482732244
6,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000070596756130,0.009150508854798,0.195707648401993,0.195832029979849,0.239866752328390,2.581887485847687
7,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.039236299639300,0.039911041248978,0.195707648401993,0.195832029979849,8.898037997821028,7.363823305090250
8,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000066835668396,0.000001847444121,0.198562235362304,0.199421518977158,0.030357822119100,0.003079937529321
9,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000312885926666,0.002776663743896,0.198562235362304,0.199421518977158,0.110260106168703,0.463757303708206
10,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.009297302006305,0.000006112645221,0.198961737203322,0.197647203206020,1.925492297187232,0.553733318345140
11,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.001311126332107,0.000012406994942,0.198961737203322,0.197647203206020,0.243626902018631,0.066684186660611
12,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000348998063376,0.008096048266207,0.199970599197704,0.196259399661149,0.195442869642826,0.733607075618596
13,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.002516863488371,0.075117804945515,0.199970599197704,0.196259399661149,2.804232368339882,14.932913945141252
14,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000001953790800,0.093080430247897,0.199025846694974,0.195773756151586,2.519685235315976,22.906928560325184
15,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000116708261082,0.000001701674384,0.199025846694974,0.195773756151586,0.062925003553346,0.004438024272986
16,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.003635043058705,0.000383910385885,0.196747502352651,0.191823397552894,0.790856776172407,0.157588986361986
17,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.001789756653417,0.000210682275219,0.196747502352651,0.191823397552894,0.509262679009286,0.074860569423309
18,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.014288973050438,0.000339214187043,0.198832564403862,0.199270769636469,2.579735160347544,0.545168521800723
19,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000002070061461,0.002070828347075,0.198832564403862,0.199270769636469,0.041639823527326,0.231260013906677
20,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000002577511011,0.000006686215896,0.199568212398921,0.198163713640421,0.000766086142907,0.002032576783222
21,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000025940513073,0.000039113171791,0.199568212398921,0.198163713640421,0.013667175950960,0.007134043934030
22,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000320069827208,0.000596420460363,0.199558720032429,0.196954916726714,0.053156993368842,0.172775948062565
23,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000051486202626,0.000176823942556,0.199558720032429,0.196954916726714,0.011053401128084,0.035927597111169
24,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000021312349164,0.005334926202561,0.197501193501723,0.199435194399813,0.153420170590143,1.864549972433963
25,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000002155051352,0.002478073103770,0.197501193501723,0.199435194399813,0.072884206961270,0.897608056558397
26,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.075710674461774,0.001714955942448,0.199850533302324,0.197041938495362,13.639042563526042,1.956315802784758
27,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.004398932119953,0.002388231943878,0.199850533302324,0.197041938495362,0.693464324836656,0.282181847800246
28,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000020898572995,0.000004893522566,0.198292648956885,0.198508168178359,0.007013773053949,0.000956251658408
29,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000007634237130,0.000007917103065,0.198292648956885,0.198508168178359,0.001690574193919,0.000877249453993
30,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.026579629378046,0.000009666051901,0.196931777671875,0.196202289856402,7.491665096578743,1.602045474818965
31,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000075220558167,0.000066021964277,0.196931777671875,0.196202289856402,0.034846181979802,0.024329600380781
32,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000009830454006,0.000002611394476,0.199571013817051,0.198277469873664,0.002058219870219,0.000461584116583
33,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000298314887576,0.001381434231823,0.199571013817051,0.198277469873664,0.052484438299446,0.447680065254815
34,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000040539079929,0.003541779856270,0.196569456767718,0.199304217014201,0.083026245480944,0.833726591669119
35,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000593791410766,0.041444346681644,0.196569456767718,0.199304217014201,1.625071289310277,12.973182441173435
36,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000223589843368,0.002036832432237,0.198256752384541,0.197542117498640,0.083888980850070,0.252225545598528
37,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000017148055572,0.000094877522062,0.198256752384541,0.197542117498640,0.009052245246131,0.015895107936046
38,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000012109892163,0.000258335444871,0.198600174664252,0.199834069647654,0.007669469653607,0.104550829612890
39,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000117909705218,0.072390645294988,0.198600174664252,0.199834069647654,2.755891206214223,17.222042800367774
40,test,heatmap_start,1,1,5,-2.000000000000000,-1.800000000000000,-2.000000000000000,-1.800000000000000,-1.914008883028590,-1.832192996174520,0.144910903459921,0.088864086306854,0.366384731290855,0.182681840300013,10.902078559809576,26.828469660943711
41,test,heatmap_start,1,1,5,-2.000000000000000,-1.800000000000000,-2.000000000000000,-1.800000000000000,-1.932849773122133,-1.817874939612861,0.146337359956363,0.089605571544404,0.181335464740127,0.363273347293322,16.923673931036070,19.265295365432110
42,test,heatmap_start,1,1,6,-2.000000000000000,-1.800000000000000,-1.800000000000000,-1.600000000000000,-1.869661902735957,-1.632786385416111,0.070466021730416,0.174028934324764,0.160884236823649,0.326286348262985,24.031678808009648,31.971894249214017
43,test,heatmap_start,1,1,5,-2.000000000000000,-1.800000000000000,-1.800000000000000,-1.600000000000000,-1.874826348919339,-1.652989857833220,0.141944367375388,0.086197904730989,0.161101563036899,0.330323690377110,28.943489006562842,29.837091825059076
44,test,heatmap_start,1,1,5,-2.000000000000000,-1.800000000000000,-1.600000000000000,-1.400000000000000,-1.848763792008287,-1.413092188920018,0.139971153613454,0.085455028629291,0.282576891739931,0.140654859895909,11.131921163080602,15.627288526488087
45,test,heatmap_start,1,1,6,-2.000000000000000,-1.800000000000000,-1.600000000000000,-1.400000000000000,-1.919483335894379,-1.560387070960893,0.145325377978699,0.088115332784665,0.312031537560400,0.153541992808226,26.242167649238333,16.183881843622657
46,test,heatmap_start,1,1,5,-2.000000000000000,-1.800000000000000,-1.400000000000000,-1.200000000000000,-1.991528739572386,-1.245997534971257,0.150779984083031,0.091704821762782,0.249162873667064,0.124143777169978,15.772853707747787,30.353959835626426
47,test,heatmap_start,1,1,6,-2.000000000000000,-1.800000000000000,-1.400000000000000,-1.200000000000000,-1.860787950164656,-1.275714382897829,0.068952925283259,0.173202943001428,0.127109928057220,0.254931196842519,17.404940761023639,28.525751477883489
48,test,heatmap_start,1,1,6,-2.000000000000000,-1.800000000000000,-1.200000000000000,-1.000000000000000,-1.908912353401633,-1.137466238127036,0.144525041764449,0.087235130083049,0.111616659827810,0.227304507451733,19.795191707872341,13.243403078527479
49,test,heatmap_start,1,1,5,-2.000000000000000,-1.800000000000000,-1.200000000000000,-1.000000000000000,-1.883257044772221,-1.129158140747609,0.142582661044591,0.082531275183958,0.112622412707074,0.225644266541373,28.918835436857492,9.717238878431317
50,test,heatmap_start,1,1,6,-2.000000000000000,-1.800000000000000,-1.000000000000000,-0.800000000000000,-1.875994521316005,-0.811459296243179,0.070710230976556,0.174618377186791,0.162268001694296,0.081076582042747,35.645799614371249,27.057278273309805
