bus_id,bus0,nonslack0,type,is_slack,is_pv,is_pq,base_kv,vm_init,va_init_rad,va_init_deg,vmax,vmin,pd_mw,qd_mvar,gs,bs,p_spec0_pu,q_spec0_pu
1,0,-1,3,1,0,0,0.000000000000000,1.060000000000000,0.000000000000000,0.000000000000000,1.060000000000000,0.940000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2,1,0,2,0,1,0,0.000000000000000,1.045000000000000,-0.086917396749318,-4.980000000000000,1.060000000000000,0.940000000000000,21.699999999999999,12.699999999999999,0.000000000000000,0.000000000000000,0.183000000000000,-0.127000000000000
3,2,1,2,0,1,0,0.000000000000000,1.010000000000000,-0.222005880853679,-12.720000000000001,1.060000000000000,0.940000000000000,94.200000000000003,19.000000000000000,0.000000000000000,0.000000000000000,-0.942000000000000,-0.190000000000000
4,3,2,1,0,0,1,0.000000000000000,1.019000000000000,-0.180292511731014,-10.330000000000000,1.060000000000000,0.940000000000000,47.799999999999997,-3.900000000000000,0.000000000000000,0.000000000000000,-0.478000000000000,0.039000000000000
5,4,3,1,0,0,1,0.000000000000000,1.020000000000000,-0.153239908325102,-8.779999999999999,1.060000000000000,0.940000000000000,7.600000000000000,1.600000000000000,0.000000000000000,0.000000000000000,-0.076000000000000,-0.016000000000000
6,5,4,2,0,1,0,0.000000000000000,1.070000000000000,-0.248185819633594,-14.220000000000001,1.060000000000000,0.940000000000000,11.199999999999999,7.500000000000000,0.000000000000000,0.000000000000000,-0.112000000000000,-0.075000000000000
7,6,5,1,0,0,1,0.000000000000000,1.062000000000000,-0.233350520991642,-13.369999999999999,1.060000000000000,0.940000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.000000000000000,-0.000000000000000
8,7,6,2,0,1,0,0.000000000000000,1.090000000000000,-0.233175988066442,-13.359999999999999,1.060000000000000,0.940000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.000000000000000
9,8,7,1,0,0,1,0.000000000000000,1.056000000000000,-0.260752190247953,-14.940000000000000,1.060000000000000,0.940000000000000,29.500000000000000,16.600000000000001,0.000000000000000,19.000000000000000,-0.295000000000000,-0.166000000000000
10,9,8,1,0,0,1,0.000000000000000,1.051000000000000,-0.263544717051144,-15.100000000000000,1.060000000000000,0.940000000000000,9.000000000000000,5.800000000000000,0.000000000000000,0.000000000000000,-0.090000000000000,-0.058000000000000
11,10,9,1,0,0,1,0.000000000000000,1.057000000000000,-0.258134196369961,-14.789999999999999,1.060000000000000,0.940000000000000,3.500000000000000,1.800000000000000,0.000000000000000,0.000000000000000,-0.035000000000000,-0.018000000000000
12,11,10,1,0,0,1,0.000000000000000,1.055000000000000,-0.263021118275545,-15.070000000000000,1.060000000000000,0.940000000000000,6.100000000000000,1.600000000000000,0.000000000000000,0.000000000000000,-0.061000000000000,-0.016000000000000
13,12,11,1,0,0,1,0.000000000000000,1.050000000000000,-0.264591914602340,-15.160000000000000,1.060000000000000,0.940000000000000,13.500000000000000,5.800000000000000,0.000000000000000,0.000000000000000,-0.135000000000000,-0.058000000000000
14,13,12,1,0,0,1,0.000000000000000,1.036000000000000,-0.279950812019890,-16.039999999999999,1.060000000000000,0.940000000000000,14.900000000000000,5.000000000000000,0.000000000000000,0.000000000000000,-0.149000000000000,-0.050000000000000
