branch_id,from_bus,to_bus,from_bus0,to_bus0,r,x,b,rateA,rateB,rateC,tap,shift_deg,status,angmin,angmax
0,1,2,0,1,0.019380000000000,0.059170000000000,0.052800000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
1,1,5,0,4,0.054030000000000,0.223040000000000,0.049200000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
2,2,3,1,2,0.046990000000000,0.197970000000000,0.043800000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
3,2,4,1,3,0.058110000000000,0.176320000000000,0.034000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
4,2,5,1,4,0.056950000000000,0.173880000000000,0.034600000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
5,3,4,2,3,0.067010000000000,0.171030000000000,0.012800000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
6,4,5,3,4,0.013350000000000,0.042110000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
7,4,7,3,6,0.000000000000000,0.209120000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.978000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
8,4,9,3,8,0.000000000000000,0.556180000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.969000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
9,5,6,4,5,0.000000000000000,0.252020000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.932000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
10,6,11,5,10,0.094980000000000,0.198900000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
11,6,12,5,11,0.122910000000000,0.255810000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
12,6,13,5,12,0.066150000000000,0.130270000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
13,7,8,6,7,0.000000000000000,0.176150000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
14,7,9,6,8,0.000000000000000,0.110010000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
15,9,10,8,9,0.031810000000000,0.084500000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
16,9,14,8,13,0.127110000000000,0.270380000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
17,10,11,9,10,0.082050000000000,0.192070000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
18,12,13,11,12,0.220920000000000,0.199880000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
19,13,14,12,13,0.170930000000000,0.348020000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-360.000000000000000,360.000000000000000
