sample_id,split,source,is_pf_from_start_converged,valid_label,nr_iter,x_low,x_high,pq_low,pq_high,x_signed,pq_signed,max_abs_dtheta_start,max_abs_dv_start,max_abs_dp_injection,max_abs_dq_injection,max_abs_dp_start,max_abs_dq_start
0,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.002774490945475,0.000002413687819,0.196936054206674,0.178998384859400,0.164312794860103,0.047617923896507
1,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000039400295176,0.000001557835894,0.196936054206674,0.178998384859400,0.001154258305686,0.000171197367486
2,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000787026163459,0.000662395546001,0.163839457962432,0.184444642176811,0.036614280544763,0.024690942823869
3,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000510747863934,0.000094799033250,0.163839457962432,0.184444642176811,0.018335847968141,0.003969031330472
4,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000025549224668,0.000001801013721,0.124796536837806,0.199576502890284,0.001535050714569,0.000546684978466
5,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000382744353278,0.000127695566694,0.124796536837806,0.199576502890284,0.010008830379345,0.006021893534584
6,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.037102305529571,0.000005759728136,0.194314698548041,0.189025527683420,0.807560336546467,0.167966542003366
7,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.090364856862350,0.000012238349951,0.194314698548041,0.189025527683420,4.283962709589385,1.366620692028363
8,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000151533773244,0.000196570686298,0.190801915889598,0.184520071365429,0.004876228231947,0.010198169290231
9,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000002579047622,0.000021675246809,0.190801915889598,0.184520071365429,0.000275900571716,0.001120865227530
10,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000030382038040,0.000001183221369,0.189591946653009,0.194770960515119,0.000711703685820,0.000309747487615
11,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.001991932429953,0.000452809338005,0.189591946653009,0.194770960515119,0.065054271221511,0.023296820467790
12,train,nr_verified_start,1,1,-1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.021558119520570,0.000003142969200,0.196339016083637,0.143444476780116,0.904246313300054,0.252513478971811
